Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Romero-Gélvez, J.I., Cortes-Aldana, F.A., Franco-Sepúlveda, G.","56731001400;26633416200;55538519700;","Compromise solutions in mining method selection - Case study in Colombian coal mining [Soluciones de compromiso en la selección del método extractive minero – Caso de estudio en minería de carbón Colombiana]",2015,"DYNA (Colombia)","82","191",,"127","136",,,"10.15446/dyna.v82n191.42966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937579120&doi=10.15446%2fdyna.v82n191.42966&partnerID=40&md5=5eae4c68ef53de10d2c0d8ab03b0603d",Article,"Final",Open Access,Scopus,2-s2.0-84937579120
"Jigena-Antelo, B., Vidal, J., Berrocoso, M.","56465091000;56015675500;6504663097;","Determination of the tide constituents at Livingston and Deception Islands (South Shetland Islands, Antarctica), using annual time series [Determinación de las constituyentes de marea en las Islas Livingston y Decepción (Islas Shetland del Sur, Antártida), usando series temporales anuales]",2015,"DYNA (Colombia)","82","191",,"209","218",,2,"10.15446/dyna.v82n191.45207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937576200&doi=10.15446%2fdyna.v82n191.45207&partnerID=40&md5=6dd36cf01ff716bf034e0190a08f7260",Article,"Final",Open Access,Scopus,2-s2.0-84937576200
"Barrios-Ziolo, L.F., Gaviria-Restrepo, L.F., Agudelo, E.A., Cardona-Gallo, S.A.","56731085800;56731083600;35344441700;55652907100;","Technologies for the removal of dyes and pigments present in wastewater. A review",2015,"DYNA (Colombia)","82","191",,"118","126",,4,"10.15446/dyna.v82n191.42924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937575211&doi=10.15446%2fdyna.v82n191.42924&partnerID=40&md5=b2ea0545353ce2815c43cc1c46e3aab0",Article,"Final",Open Access,Scopus,2-s2.0-84937575211
"Vicente-Oliva, S., Martínez-Sánchez, Á., Berges-Muro, L.","56730922100;6701820586;36102175700;","R&amp;d best practices, absorptive capacity and project success [Buenas prácticas en la gestión de proyectos de I+D+i, capacidad de absorción de conocimiento y éxito]",2015,"DYNA (Colombia)","82","191",,"109","117",,1,"10.15446/dyna.v82n191.42558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937574508&doi=10.15446%2fdyna.v82n191.42558&partnerID=40&md5=fa7c8de06a09d1c5b950db2736685ae2",Article,"Final",Open Access,Scopus,2-s2.0-84937574508
"Ramirez, O., Betancur, C., Hoyos, B., Naranjo, C.","56730131200;56730355500;20435895200;56730248300;","Modeling of CO&lt;inf&gt;2&lt;/inf&gt; vapor-liquid equilibrium in Colombian heavy oil using SARA analysis [Modelado del equilibrio líquido-vapor CO&lt;inf&gt;2&lt;/inf&gt;-crudo pesado colombiano con análisis SARA]",2015,"DYNA (Colombia)","82","191",,"103","108",,,"10.15446/dyna.v82n191.42308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937571731&doi=10.15446%2fdyna.v82n191.42308&partnerID=40&md5=2bba97de31ac2056f8dce3572bac521a",Article,"Final",Open Access,Scopus,2-s2.0-84937571731
"Duarte-Dos Santos, S., Pereira-Moro, A.R., Ensslin, L.","56730954900;26024338500;6506629348;","State of the art of ergonomic costs as criterion for evaluating and improving organizational performance in industry [Estado del arte de los costos ergonómicos como un criterio para la evaluación y mejora del desempeño organizacional en la indústria]",2015,"DYNA (Colombia)","82","191",,"163","170",,,"10.15446/dyna.v82n191.43733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937568848&doi=10.15446%2fdyna.v82n191.43733&partnerID=40&md5=6d75df39da1db263eaa0ac8c2b00b257",Article,"Final",Open Access,Scopus,2-s2.0-84937568848
"Delgado-Martínez, A.M., Pantoja-Timarán, F.","56730714100;8706285600;","Structural analysis for the identification of key variables in the ruta del oro, Nariño Colombia [Análisis estructural para la identificación de variables claves en la ruta del oro, Nariño Colombia]",2015,"DYNA (Colombia)","82","191",,"27","33",,,"10.15446/dyna.v82n191.45532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937565591&doi=10.15446%2fdyna.v82n191.45532&partnerID=40&md5=89b63a9aa84ec7b219737e48b7151df0",Article,"Final",Open Access,Scopus,2-s2.0-84937565591
"Marmolejo-Saucedo, J.A., Rodríguez-Aguilar, R., Cedillo-Campos, M.G., Salazar-Martínez, M.S.","57204678532;56717663000;56000806200;56731105100;","Technical efficiency of thermal power units through a stochastic frontier [Eficiencia técnica de unidades de generación termoeléctrica mediante una frontera Estocástica]",2015,"DYNA (Colombia)","82","191",,"63","68",,,"10.15446/dyna.v82n191.51152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937564793&doi=10.15446%2fdyna.v82n191.51152&partnerID=40&md5=d73c860f215db8fedc41f873e195568e",Article,"Final",Open Access,Scopus,2-s2.0-84937564793
"Peralta-Álvarez, M.-E., Aguayo-Gonzálezz, F., Lama-Ruiz, J.-R., Ávila-Gutiérrez, M.J.","25929581900;56115993800;56116017400;56731071800;","MGE2: A framework for cradle-to-cradle design [MGE2: Un marco de referencia para el diseño de la cuna a la cuna]",2015,"DYNA (Colombia)","82","191",,"137","146",,,"10.15446/dyna.v82n191.43263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937564095&doi=10.15446%2fdyna.v82n191.43263&partnerID=40&md5=b704e8f73f2542a92f8b7652a44f6d8e",Article,"Final",Open Access,Scopus,2-s2.0-84937564095
"Piña-Monarrez, M.R., Ávila-Chávez, C.A., Márquez-Luévano, C.D.","26868017000;56731048800;56731032200;","Weibull accelerated life testing analysis with several variables using multiple linear regression [Análisis de pruebas de vida acelerada weibull con varias variables utilizando regresión lineal múltiple]",2015,"DYNA (Colombia)","82","191",,"156","162",,3,"10.15446/dyna.v82n191.43533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937563210&doi=10.15446%2fdyna.v82n191.43533&partnerID=40&md5=f376626cff44c71704b41f0efd4803b7",Article,"Final",Open Access,Scopus,2-s2.0-84937563210
"Kawashima, M.S., Rangel, S., Litvinchev, I., Infante, L.","56730028500;6701654054;57196049059;56492537000;","A relax and cut approach using the multi-commodity flow formulation for the traveling salesman problem [Un enfoque relax and cut usando una formulación de flujo multiproductos para el problema del agente viajero]",2015,"DYNA (Colombia)","82","191",,"42","50",,,"10.15446/dyna.v82n191.51144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937562217&doi=10.15446%2fdyna.v82n191.51144&partnerID=40&md5=7df2c2ad58ce9e1880de81f9a2f56c1b",Article,"Final",Open Access,Scopus,2-s2.0-84937562217
"Mata-Pérez, M., Saucedo-Martínez, J.A.","56460347500;56460268400;","Optimization of the distribution of steel pipes using a mathematical model [Optimización de la distribución de tubería de acero mediante un modelo matemático]",2015,"DYNA (Colombia)","82","191",,"69","75",,1,"10.15446/dyna.v82n191.51153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937561604&doi=10.15446%2fdyna.v82n191.51153&partnerID=40&md5=3ce3d097f248b6feb356f7b168c76cfa",Article,"Final",Open Access,Scopus,2-s2.0-84937561604
"Arroyo-López, M.P.E., Ramos-Rangel, J.A.","24476236600;56730991600;","The role of sourcing service agents in the competitiveness of Mexico as an international sourcing region [El papel de los proveedores de servicios de abasto para la competitividad de México como una región de abastecimiento internacional]",2015,"DYNA (Colombia)","82","191",,"93","102",,,"10.15446/dyna.v82n191.51160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937553293&doi=10.15446%2fdyna.v82n191.51160&partnerID=40&md5=4893ed9c692c7f71eebe0e197cf27528",Article,"Final",Open Access,Scopus,2-s2.0-84937553293
"Ramírez-Patiño, J.F., Gutiérrez-Rôa, D.F., Correa-Espinal, A.A.","35797295500;56521718000;35338702800;","Comfort perception assessment in persons with transfemoral amputation [Valoración de la percepción de confort en personas con amputación transfemoral]",2015,"DYNA (Colombia)","82","191",,"194","202",,,"10.15446/dyna.v82n191.44700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937551100&doi=10.15446%2fdyna.v82n191.44700&partnerID=40&md5=0fa8f0204bb2fa843d9e96a380bf1979",Article,"Final",Open Access,Scopus,2-s2.0-84937551100
"Arzola, N., García, J.","12785371200;56729524000;","Study of the behavior of sugarcane bagasse submitted to cutting [Estudio del comportamiento del bagazo de caña de azúcar sometido a corte]",2015,"DYNA (Colombia)","82","191",,"171","175",,,"10.15446/dyna.v82n191.43816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937550750&doi=10.15446%2fdyna.v82n191.43816&partnerID=40&md5=2a03eac2374e2bdcf1d77b291775f753",Article,"Final",Open Access,Scopus,2-s2.0-84937550750
"Pérez-Salas, G., González-Ramírez, R.G., Cedillo-Campos, M.G.","56367191400;36164071000;56000806200;","A framework to evaluate over-costs in natural resources logistics Chains [Un marco de referencia para evaluar los extra-costos en cadenas logísticas de recursos naturales]",2015,"DYNA (Colombia)","82","191",,"85","92",,,"10.15446/dyna.v82n191.51158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937550158&doi=10.15446%2fdyna.v82n191.51158&partnerID=40&md5=cbda63383e8806621b7625cd1bd87cb0",Article,"Final",Open Access,Scopus,2-s2.0-84937550158
"Serrano-Tierz, A., Martínez-Iturbe, A., Guarddon-Muñoz, O., Santolaya-Sáenz, J.L.","54584200500;35305528600;56731008900;56160368100;","Analysis of energy saving in industrial LED lighting: A case study [Análisis de ahorro energético en iluminación LED industrial: Un estudio de caso]",2015,"DYNA (Colombia)","82","191",,"231","239",,3,"10.15446/dyna.v82n191.45442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937549315&doi=10.15446%2fdyna.v82n191.45442&partnerID=40&md5=fdc243bc9523608ee69e50cb76b15c3c",Article,"Final",Open Access,Scopus,2-s2.0-84937549315
"Parra, J., Piamba, O., Olaya, J., Alfonso, J.E.","56730047500;16643675000;6603154971;8933338700;","Tribological properties of Bi&lt;inf&gt;x&lt;/inf&gt;Ti&lt;inf&gt;y&lt;/inf&gt;O&lt;inf&gt;z&lt;/inf&gt; films grown via RF sputtering on 316L steel substrates [Propiedades tribológicas de películas de Bi&lt;inf&gt;x&lt;/inf&gt;Ti&lt;inf&gt;y&lt;/inf&gt;O&lt;inf&gt;z&lt;/inf&gt; producidas por RF sputtering sobre sustratos de acero 316L]",2015,"DYNA (Colombia)","82","191",,"227","230",,,"10.15446/dyna.v82n191.45373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937548712&doi=10.15446%2fdyna.v82n191.45373&partnerID=40&md5=900bc74d68572ea4d844f92688ec689e",Article,"Final",Open Access,Scopus,2-s2.0-84937548712
"Pérez-Salazar, M.R., Mateo-Díaz, N.F., García-Rodríguez, R., Mar-Orozco, C.E., Cruz-Rivero, L.","56730956100;56414897600;56730370100;56730955800;56731088100;","A genetic algorithm to solve a three-echelon capacitated location problem for a distribution center within a solid waste management system in the northern region of Veracruz, Mexico [Algoritmo genético para resolver el problema de localización de instalaciones capacitado en una cadena de tres eslabones para un centro de distribución dentro de un sistema de gestión de residuos sólidos en la región norte de Veracruz, México]",2015,"DYNA (Colombia)","82","191",,"51","57",,4,"10.15446/dyna.v82n191.51146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937547975&doi=10.15446%2fdyna.v82n191.51146&partnerID=40&md5=47c2722695c7e9be4651443d3f40b5ae",Article,"Final",Open Access,Scopus,2-s2.0-84937547975
"Andrade-Pizarro, R.D., Skurtys, O., Osorio-Lira, F.","35321977200;23096076900;7005366197;","Effect of cellulose nanofibers concentration on mechanical, optical, and barrier properties of gelatin-based edible films [Efecto de la concentración de nanofibras de celulosa sobre las propiedades mecánicas, ópticas y de barrera en películas comestibles de gelatina]",2015,"DYNA (Colombia)","82","191",,"219","226",,8,"10.15446/dyna.v82n191.45296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937546650&doi=10.15446%2fdyna.v82n191.45296&partnerID=40&md5=e4f1de0fee16da36a6ec7e528352c8d9",Article,"Final",Open Access,Scopus,2-s2.0-84937546650
"Ruden-Muñoz, A., Restrepo-Parra, E., Sequeda, F.","56731121800;23986169100;6603373840;","Crn coatings deposited by magnetron sputtering: Mechanical and tribological properties [Recubrimientos de CrN depositados por pulverización catódica con magnetrón: Propiedades mecánicas y tribológicas]",2015,"DYNA (Colombia)","82","191",,"147","155",,3,"10.15446/dyna.v82n191.43292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937541605&doi=10.15446%2fdyna.v82n191.43292&partnerID=40&md5=e9684ef4115236524f7567b33deea676",Article,"Final",Open Access,Scopus,2-s2.0-84937541605
"Ochoa-Ortíz, A., Ornelas-Zapata, F., Margain-Fuentes, L., Cedillo-Campos, M.G., Sánchez-Aguilar, J., Jaramillo-Vacio, R., Ávila, I.","56731001600;36988266300;56730939900;56000806200;55175392600;36672948800;56730408800;","Capacitated vehicle routing problem for PSS uses based on ubiquitous computing: An emerging markets approach [Problema de enrutamiento de vehículos basado en su capacidad para SPS utilizando cómputo ubicuo: Un enfoque de mercados emergentes]",2015,"DYNA (Colombia)","82","191",,"20","26",,1,"10.15446/dyna.v82n191.51141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937541275&doi=10.15446%2fdyna.v82n191.51141&partnerID=40&md5=084424a6ee7b9870e003314468ef1d72",Article,"Final",Open Access,Scopus,2-s2.0-84937541275
"Rivera-Gutiérrez, J.V.","56730938100;","Evaluation of the kinetics of oxidation and removal of organic matter in the self-purification of a mountain river [Evaluación de la cinética de oxidación y remoción de materia orgánica en la autopurificación de un río de montaña]",2015,"DYNA (Colombia)","82","191",,"183","193",,1,"10.15446/dyna.v82n191.44557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937541010&doi=10.15446%2fdyna.v82n191.44557&partnerID=40&md5=ea539cf0857fdaf8e6e484ee6799056d",Article,"Final",Open Access,Scopus,2-s2.0-84937541010
"López-Berzosa, D., De Pablos-Heredero, C., Fernández-Renedo, C.","55710712700;7801359948;57205072397;","Contribution of the analysis of technical efficiency to the improvement of the management of services [Contribución del análisis de la eficiencia técnica a la mejora en la gestión de servicios]",2015,"DYNA (Colombia)","82","191",,"176","182",,,"10.15446/dyna.v82n191.44455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937540354&doi=10.15446%2fdyna.v82n191.44455&partnerID=40&md5=e21903c54334c01cb94612174b188397",Article,"Final",Open Access,Scopus,2-s2.0-84937540354
"Sanz-Lobón, G., Martínez-Alegría, R., Taboada, J., Albuquerque, T., Antunes, M., Montequi, I.","57194638340;6507676176;8677753400;55507421600;56730093900;56730825500;","The water budget and modeling of the Montes Torozos’ karst aquifer (Valladolid, Spain) [Balance y modelización del acuífero karstico de los Montes Torozos (Valladolid, España)]",2015,"DYNA (Colombia)","82","191",,"203","208",,,"10.15446/dyna.v82n191.44732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937540155&doi=10.15446%2fdyna.v82n191.44732&partnerID=40&md5=a77bfd190fa6d7a941933bef4ecb9787",Article,"Final",Open Access,Scopus,2-s2.0-84937540155
"Pérez-Domínguez, L., Alvarado-Iniesta, A., Rodríguez-Borbón, I., Vergara-Villegas, O.","56062312800;55616649000;56731114700;14632566600;","Intuitionistic fuzzy MOORA for supplier selection [MOORA versión difuso intuicionista para la selección de proveedores]",2015,"DYNA (Colombia)","82","191",,"34","41",,10,"10.15446/dyna.v82n191.51143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937538593&doi=10.15446%2fdyna.v82n191.51143&partnerID=40&md5=230ca127d517039bdfb961c88ee18e5f",Article,"Final",Open Access,Scopus,2-s2.0-84937538593
"Jugend, D., da Silva, S.L., Salgado, M.H., Leoni, J.N.","24391295800;55748998500;24177138600;56154396900;","Decision making in the product portfolio: Methods adopted by Brazil’s innovative companies [La toma de decisiones en portafolio de productos: Métodos adoptados por las empresas innovadoras de Brasil]",2015,"DYNA (Colombia)","82","190",,"208","213",,,"10.15446/dyna.v82n190.43916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930175859&doi=10.15446%2fdyna.v82n190.43916&partnerID=40&md5=bf838762e08bdb28ee6c765426d5cf90",Article,"Final",Open Access,Scopus,2-s2.0-84930175859
"Velásquez, J.D.","26649280600;","A short guide to writing systematic literature reviews. Part 4 [Una guía corta para escribir revisiones sistemáticas de literatura parte 4]",2015,"DYNA (Colombia)","82","190",,"9","12",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930174697&partnerID=40&md5=beb26b7fdb0481e2058125e923d9efca",Editorial,"Final",,Scopus,2-s2.0-84930174697
"Cores, A., Verdeja, L.F., Ferreira, S., Ruiz-Bustinza, Í., Mochón, J., Robla, J.I., Gasca, C.G.","7003889839;6602755136;7202480376;35112452200;6602596703;56610263600;56662240700;","Iron ore sintering. Part 3: Automatic and control systems [Sinterización de minerales de hierro. Parte 3: Sistemas automáticos y de control]",2015,"DYNA (Colombia)","82","190",,"227","236",,3,"10.15446/dyna.v82n190.44054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930174348&doi=10.15446%2fdyna.v82n190.44054&partnerID=40&md5=47ab946c47ed6a3e9a76918fc94e0bbd",Article,"Final",Open Access,Scopus,2-s2.0-84930174348
"Arias-Hernández, N.A., Molina-Prado, M.L., Meneses-Fonseca, J.E.","56662146800;56662099700;55102936000;","A reconstruction of objets by interferometric profilometry with positioning system of labeled target periodic [Reconstrucción de objetos por perfilometría interferométrica con sistema de posicionamiento de mira periódica]",2015,"DYNA (Colombia)","82","190",,"153","159",,,"10.15446/dyna.v82n190.42616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930173159&doi=10.15446%2fdyna.v82n190.42616&partnerID=40&md5=0f44fe06a7e40fe327167494df45ff29",Article,"Final",Open Access,Scopus,2-s2.0-84930173159
"Ríos-Rojas, J.F., Escobar-Ocampo, D., Hernández-García, E.A., Arroyave, C.","56662205900;56662134500;56661945000;56231517300;","Atmospheric corrosivity in Bogota as a very high-altitude metropolis questions international standards [Corrosividad atmosférica en Bogotá como metrópolis a una gran altitud, inquietudes a normas internacionales]",2015,"DYNA (Colombia)","82","190",,"128","137",,1,"10.15446/dyna.v82n190.46256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930172228&doi=10.15446%2fdyna.v82n190.46256&partnerID=40&md5=f4b084305cf94523cb52855cacab12d3",Article,"Final",Open Access,Scopus,2-s2.0-84930172228
"Martínez-López, C., Mejía-Arcila, J.M., Torres-Agredo, J., Mejía-de Gutiérrez, R.","6602341506;56548368400;16070637400;57201979389;","Evaluation of the toxicity characteristics of two industrial wastes valorized by geopolymerization process [Evaluación de las características de toxicidad de dos residuos industriales valorizados mediante procesos de geopolimerización]",2015,"DYNA (Colombia)","82","190",,"74","81",,3,"10.15446/dyna.v82n190.43136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930171677&doi=10.15446%2fdyna.v82n190.43136&partnerID=40&md5=5a8d8e048bbacebba9103e2ff38ef0e1",Article,"Final",Open Access,Scopus,2-s2.0-84930171677
"Lladó-Paris, J., Sánchez-Tabuenca, B.","6504721811;56662092700;","Acoustic analysis of the drainage cycle in a washing machine [Análisis acústico del ciclo de desagüe de una lavadora]",2015,"DYNA (Colombia)","82","190",,"121","127",,,"10.15446/dyna.v82n190.43635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930171430&doi=10.15446%2fdyna.v82n190.43635&partnerID=40&md5=5854be37ab9390e8ec39cf54b27d822c",Article,"Final",Open Access,Scopus,2-s2.0-84930171430
"de Oliveira, R.C., Silva, R.D.S., Tostes, M.E.L.","56661753000;56661668300;35563602900;","A methodology for analysis of cogeneration projects using oil palm biomass wastes as an energy source in the Amazon [Una metodología para el análisis de proyectos de cogeneración utilizando residuos de biomasa de palma de aceite como fuente de energía en la Amazonia]",2015,"DYNA (Colombia)","82","190",,"105","112",,2,"10.15446/dyna.v82n190.43298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930170596&doi=10.15446%2fdyna.v82n190.43298&partnerID=40&md5=8d6339a1b765b3d293e7e5a4a87a4cb9",Article,"Final",Open Access,Scopus,2-s2.0-84930170596
"Álvarez-Bermúdez, X., Valero-Gutiérrez del Olmo, E., Picos-Martín, J., Ortiz-Torres, L.","56150599900;56662153000;6506559034;55295839200;","Study of land cover of Monte Forgoselo using Landsat Thematic Mapper 5 images (Galicia, NW Spain) [Estudio de la cubierta vegetal del Monte Forgoselo mediante imágenes de Landsat TM 5 (Galicia, NW España)]",2015,"DYNA (Colombia)","82","190",,"173","181",,,"10.15446/dyna.v82n190.43725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930170565&doi=10.15446%2fdyna.v82n190.43725&partnerID=40&md5=336366cbb9c7df8b121a50249fc8058a",Article,"Final",Open Access,Scopus,2-s2.0-84930170565
"Salas-Banuet, G., Ramírez-Vieyra, J., Restrepo-Baena, O., Noguez-Amaya, M., Cockrell, B.","36976265500;36975996300;28367902700;36976167500;55263781600;","The importance of being chemical affinity. Part vi: The harvest [La importancia de llamarse afinidad química. Parte VI: La cosecha]",2015,"DYNA (Colombia)","82","190",,"13","22",,,"10.15446/dyna.v82n190.48730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930169949&doi=10.15446%2fdyna.v82n190.48730&partnerID=40&md5=933375105a56d7a55510b4b1f2f1e39d",Article,"Final",Open Access,Scopus,2-s2.0-84930169949
"Jaramillo-Matta, A.A., Guasch-Pesquer, L., Trujillo-Rodríguez, C.L.","37861504800;6507027239;24470081300;","Classification of voltage sags according to the severity of the effects on the induction motor [Clasificación de los huecos de tensión de acuerdo a la severidad de los efectos en el motor de inducción]",2015,"DYNA (Colombia)","82","190",,"96","104",,3,"10.15446/dyna.v82n190.43286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930165582&doi=10.15446%2fdyna.v82n190.43286&partnerID=40&md5=746c10aa7708e1fc3d84a6a00c2e500b",Article,"Final",Open Access,Scopus,2-s2.0-84930165582
"Bervian, A., Ludwig, G.A., Kunst, S.R., Beltrami, L.V., Moura, A.B.D., De Fraga Malfatti, C., Oliveira, C.T.","56271434700;55963670000;54682033500;56079114800;25651767300;55362919100;24468327400;","The influence of the glycerin concentration on the porous structure of ferritic stainless steel obtained by anodization [Influencia de la concentración de glicerina en la estructura porosa obtenida por anodización de acero inoxidable ferrítico]",2015,"DYNA (Colombia)","82","190",,"46","52",,,"10.15446/dyna.v82n190.42638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930165415&doi=10.15446%2fdyna.v82n190.42638&partnerID=40&md5=02a9daf5fef94f3ad2523dbb85bab141",Article,"Final",Open Access,Scopus,2-s2.0-84930165415
"Alberruche-del Campo, M.E., Arranz-González, J.C., Rodríguez-Gómez, V., Fernández-Naranjo, F.J., Rodríguez-Pacheco, R., Vadillo-Fernández, L.","56662161600;6506481962;35732100700;56584473400;56558833400;35732563600;","Methodology for the evaluation of the residual impact on landscape due to an opencast coal mine in Laciana Valley (Spain) [Metodología para la evaluación del impacto paisajístico residual de una mina de carbón a cielo abierto en el Valle de Laciana (España)]",2015,"DYNA (Colombia)","82","190",,"60","69",,,"10.15446/dyna.v82n190.42809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930164448&doi=10.15446%2fdyna.v82n190.42809&partnerID=40&md5=4c9e35cda2482dd688d766229ee1032b",Article,"Final",Open Access,Scopus,2-s2.0-84930164448
"Valencia-Cárdenas, M., Díaz-Serna, F.J., Correa-Morales, J.C.","54793543700;56116362700;16314940700;","Inventory planning with dynamic demand. A state of art review [Planeación de inventarios con demanda dinámica. Una revisión del estado del arte]",2015,"DYNA (Colombia)","82","190",,"182","191",,,"10.15446/dyna.v82n190.42828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930163936&doi=10.15446%2fdyna.v82n190.42828&partnerID=40&md5=ab7330f5ca9ac03db8b8bac408bc4b0b",Article,"Final",Open Access,Scopus,2-s2.0-84930163936
"Frutos, M., Olivera, A.C., Tohmé, F.N.","24482935700;24483934200;57203535337;","A hybrid genetic algorithm for ROADEF’05-like complex production problems [Algoritmo genético híbrido para problemas complejos de producción tipo ROADEF’05]",2015,"DYNA (Colombia)","82","190",,"82","88",,,"10.15446/dyna.v82n190.43137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930163613&doi=10.15446%2fdyna.v82n190.43137&partnerID=40&md5=7876cc4fad8863ab67abb9046aaeac84",Article,"Final",Open Access,Scopus,2-s2.0-84930163613
"Bermúdez-Parra, F., Franco-Arenas, F., Casanova-García, F.","56662181800;56662186500;55900733600;","Structural analysis of a friction stir-welded small trailer [Análisis estructural de un pequeño remolque unido con soldadura por fricción agitación]",2015,"DYNA (Colombia)","82","190",,"192","197",,,"10.15446/dyna.v82n190.43792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930163183&doi=10.15446%2fdyna.v82n190.43792&partnerID=40&md5=63ad78a193c45b3fee0d281d9c1d8226",Article,"Final",Open Access,Scopus,2-s2.0-84930163183
"Gómez-Salazar, J.A., Clemente-Polo, G., Sanjuán-Pelliccer, N.","56662097800;56449272300;7003683112;","Review of mathematical models to describe the food salting process [Revisión de modelos matemáticos para describir el salado de alimentos]",2015,"DYNA (Colombia)","82","190",,"23","30",,2,"10.15446/dyna.v82n190.42016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930162566&doi=10.15446%2fdyna.v82n190.42016&partnerID=40&md5=2b20d6a44af313518c7e7824ca9e8082",Article,"Final",Open Access,Scopus,2-s2.0-84930162566
"Silva, W.F., Campos, L.M.S., Moya-Rodríguez, J.L., Cabral-Leite, J.","56661834400;26530526100;56367063300;56398556700;","Environmental and economic impact of the use of natural gas for generating electricity in The Amazon: A case study [Impacto económico y ambiental del uso del gas natural en la generación de electricidad en El Amazonas: Estudio de caso]",2015,"DYNA (Colombia)","82","190",,"89","95",,,"10.15446/dyna.v82n190.43178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930161451&doi=10.15446%2fdyna.v82n190.43178&partnerID=40&md5=0c0d7f0304e32ce4e45566e4a292fcaf",Article,"Final",Open Access,Scopus,2-s2.0-84930161451
"Seawright-de Campos, R.A., Martins-Nogueira, M.F., de Lima-Tostes, M.E.","56662135700;56662156300;8698187000;","Computational simulation of a diesel generator consuming vegetable oil “in natura” and air enriched with hydrogen [Simulación de un grupo generador diesel consumiendo aceite vegetal “in natura” y aire enriquecido con hidrógeno]",2015,"DYNA (Colombia)","82","190",,"147","152",,,"10.15446/dyna.v82n190.43678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930160122&doi=10.15446%2fdyna.v82n190.43678&partnerID=40&md5=c0baaf798cad3806040ce701ad32a5f5",Article,"Final",Open Access,Scopus,2-s2.0-84930160122
"Echeverri-Ramírez, Ó., Valencia-González, Y., Toscano-Patiño, D.E., Ordoñez-Muñoz, F.A., Arango-Salas, C., Osorio-Torres, S.A.","56584643300;55427426100;56584443600;56662089400;56662150200;56662144600;","Geotechnical behavior of a tropical residual soil contaminated with gasoline [Comportamiento geotécnico de un suelo residual tropical contaminado con gasolina]",2015,"DYNA (Colombia)","82","190",,"31","37",,1,"10.15446/dyna.v82n190.42161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930158868&doi=10.15446%2fdyna.v82n190.42161&partnerID=40&md5=18387f43da1c665de6ab99f39d2c4515",Article,"Final",Open Access,Scopus,2-s2.0-84930158868
